Category,Subcategory,Category_id,Subcategory_id,Links
Amplifier,Amplifier,2,4,https://www.pasternack.com/nsearchhandler.ashx?wrapperPageQuery=Category%3DGain%2520Block%2520Amplifiers%26Rfacamgb99relgrade%3DEnhanced%26view_type%3Dtable&requested_fields=all&iDisplayLength=100
Amplifier,Amplifier,2,4,https://www.pasternack.com/nsearchhandler.ashx?wrapperPageQuery=Category%3DLimiting%2520Amplifiers%26Rfacamlim99relgrade%3DEnhanced%26view_type%3Dtable&requested_fields=all&iDisplayLength=100
Amplifier,Amplifier,2,4,https://www.pasternack.com/nsearchhandler.ashx?wrapperPageQuery=Category%3DLog%2520Amplifiers%26Rfacamlog99relgrade%3DEnhanced%26view_type%3Dtable&requested_fields=all&iDisplayLength=100
Amplifier,Low Noise Amplifier,2,50,https://www.pasternack.com/nsearchhandler.ashx?wrapperPageQuery=Category%3DLow%2520Noise%2520Amplifiers%26Rfacamln99relgrade%3DEnhanced%26view_type%3Dtable&requested_fields=all&iDisplayLength=100
Amplifier,Power Amplifier,2,67,https://www.pasternack.com/nsearchhandler.ashx?wrapperPageQuery=Category%3DPower%2520Amplifiers%26Rfacampa99relgrade%3DEnhanced%26view_type%3Dtable&requested_fields=all&iDisplayLength=100
Amplifier,Amplifier,2,4,https://www.pasternack.com/nsearchhandler.ashx?wrapperPageQuery=Category%3DLog%2BAmplifiers%26sort%3Dy%26view_type%3Dtable&requested_fields=all&iDisplayLength=100
Amplifier,Waveguide Amplifier,2,98,https://www.pasternack.com/nsearchhandler.ashx?wrapperPageQuery=Category%3DWaveguide%2BLow%2BNoise%2BAmplifiers%26sort%3Dy%26initial_sort%3Dselect%3AASC%26res_per_page%3D48%26view_type%3Dtable&requested_fields=all&iDisplayLength=100
Antenna,Antenna,3,6,https://www.pasternack.com/nsearchhandler.ashx?wrapperPageQuery=Category%3DCable%2BAssemblies%26keywords%3Dnmo%26sort%3Dy%26initial_sort%3Dselect%3AASC%26res_per_page%3D48%26view_type%3Dtable&requested_fields=all&iDisplayLength=100
Antenna,Antenna,3,6,https://www.pasternack.com/nsearchhandler.ashx?wrapperPageQuery=Category%3DAntennas%26Rfpsan99design%3DDome%5EPCB%5EFixed%5EGPS%2BActive%5EGPS%2BPassive%5EMobile%5EPanel%5EPortable%5EYagi%26sort%3Dy%26initial_sort%3Dselect%3AASC%26res_per_page%3D48%26view_type%3Dtable&requested_fields=all&iDisplayLength=100
Antenna,Waveguide Antenna,3,99,https://www.pasternack.com/nsearchhandler.ashx?wrapperPageQuery=Category%3DWaveguide%2BAntennas%26sort%3Dy%26initial_sort%3Dselect%3AASC%26res_per_page%3D48%26view_type%3Dtable&requested_fields=all&iDisplayLength=100
